id,anchor,target,context,score,sim
6ba15d7fec941a0f,material item,content material item,H04,0.5,0.8944007
7f8cf755ead52fcb,material item,electric goods,H04,0.25,0.5544466
fb5723c1d095a4f3,material item,electric material,H04,0.25,0.6137297
4e653806a73f89c2,material item,ferromagnetic mold material,H04,0.25,0.5674777
fc2b4705879d5b21,material item,food item,H04,0.25,0.7256167
bd88a8bfa48c0e4a,material item,food service material item,H04,0.5,0.6299666
ef88f2ae2d03b336,material item,item,H04,0.25,0.91860896
1ae2760a61e19e35,material item,item number,H04,0.0,0.8041981
8e3d05068644d033,material item,item of material,H04,0.75,0.9568344
a69ba054e17ad821,material item,items list,H04,0.25,0.79320544
104b24da655d8c46,material item,marked signal,H04,0.0,0.71629107
70f2b7b6f398e4e2,material item,marked version,H04,0.0,0.7272633
9d18d631f1866c21,material item,material for electric parts,H04,0.5,0.61509997
830fc003b715712c,material item,material items,H04,1.0,0.98095274
d422a78acb40261a,material item,materials,H04,0.25,0.93437016
e6496af70e6f2ff3,material item,materials item,H04,1.0,0.9448312
e206fdd5e8424986,material item,materials items,H04,1.0,0.9452894
63e5885bec22ff37,material item,organic material,H04,0.0,0.6984416
aa767a1fdbf2a04e,material item,original,H04,0.0,0.62976927
6b3e59058775b110,material item,original version,H04,0.0,0.5501493
5f696f0ab101ace5,material item,recyclable material,H04,0.25,0.7956415
b98502ca34dc6897,material item,semiconductor material,H04,0.5,0.6291203
35967838b57934e1,material item,tyre material,H04,0.25,0.6963456
7333cd29e093fd24,material item,video,H04,0.0,0.62512314
18c05a49da1da8b1,material item,wire material,H04,0.25,0.7610745
45de5c64c7f8d821,monocrystalline semiconductor,copper crystal,H04,0.0,0.58562446
01030b09fc5f6b86,monocrystalline semiconductor,crystal form,H04,0.0,0.6476875
1dedaeb4421a612d,monocrystalline semiconductor,crystal jewellery,H04,0.0,0.5893041
6724643ac69aa63b,monocrystalline semiconductor,crystal lattice,H04,0.25,0.62234515
eb3a14e120f64640,monocrystalline semiconductor,crystal oscillator,H04,0.0,0.69454724
a50250b5013ddcba,monocrystalline semiconductor,crystalline semiconductor substrate,H04,0.5,0.7848643
fd852e1831227b36,monocrystalline semiconductor,many crystallites,H04,0.25,0.5114134
40f9e9e59a6af22b,monocrystalline semiconductor,mono act,H04,0.0,0.68129534
19adfb46521689ba,monocrystalline semiconductor,monocrystalline semiconductor wafer,H04,0.75,0.9595058
bee5c28d9d0e7998,monocrystalline semiconductor,monocrystalline silicon,H04,0.5,0.90562654
b8c2d3936bedf110,monocrystalline semiconductor,non monocrystalline semiconductor,H04,0.25,0.73935115
e012921ca4be673f,monocrystalline semiconductor,polycrystalline semiconductor,H04,0.25,0.9215368
6c2d1c279a5acf08,monocrystalline semiconductor,semi automatic machine,H04,0.0,0.49841842
fed63d912cca895f,monocrystalline semiconductor,semi crystalline silicon,H04,0.25,0.7213428
089cbff3aaef2489,monocrystalline semiconductor,silicon bulk substrate,H04,0.25,0.80691224
0365e363b2a6fde8,monocrystalline semiconductor,single crystal,H04,0.5,0.5858674
0a2b1ed32c0a74f3,monocrystalline semiconductor,single crystal semiconductor,H04,0.75,0.72006524
de37603b5391a89c,monocrystalline semiconductor,single crystal semiconductor material,H04,0.75,0.7330057
1bd038083008262f,monocrystalline semiconductor,single crystal silicon cells,H04,0.5,0.69227344
863e9af84cb5e6af,monocrystalline semiconductor,solar photovoltaic cells,H04,0.5,0.5615931
3f5bb6c8d3cfb37f,multiplexed data,big data,H04,0.0,0.61012465
e3e8c0d20a26a330,multiplexed data,broadcast demultiplexer,H04,0.25,0.65858775
f4db0911344875ab,multiplexed data,code,H04,0.0,0.6985652
7328282d0c714b4f,multiplexed data,data,H04,0.25,0.7908265
ba52f44a921ae1e1,multiplexed data,data entry,H04,0.0,0.761247
888944122693e304,multiplexed data,data handling,H04,0.0,0.74986404
b1660eb8f52b0af7,multiplexed data,data science,H04,0.0,0.7184016
67b97287b98a003a,multiplexed data,data warehousing,H04,0.0,0.70123
e0beb6c5a38d1562,multiplexed data,demodulated data,H04,0.25,0.75055146
e65216b517843dc8,multiplexed data,demultiplexer,H04,0.25,0.7149855
da43777068efa661,multiplexed data,demux processors,H04,0.25,0.6895743
ca0da17034ddd3d9,multiplexed data,digital baseband data,H04,0.25,0.74011254
2be98f9ce371c7e1,multiplexed data,digital baseband signal,H04,0.25,0.6355004
798e8fb1826c7472,multiplexed data,digital data,H04,0.5,0.77923423
4afe302d45f79f2e,multiplexed data,digital signal,H04,0.25,0.6782033
ea69d02094ef6de3,multiplexed data,multiplex bit,H04,0.5,0.7914571
52f64d480ae73dc7,multiplexed data,multiplex data,H04,1.0,0.87472874
5d4f8588f757c16f,multiplexed data,multiplex data bit,H04,0.5,0.85399836
cb35b9ca07fc31d8,multiplexed data,multiplex digital bit,H04,0.5,0.75363046
fccaa89d213e3d6c,multiplexed data,multiplex digital data,H04,0.75,0.82411295
84d981b917f2bbaf,multiplexed data,multiplexed,H04,0.25,0.8829472
4385e0e5029deef7,multiplexed data,multiplexed bit,H04,0.5,0.8867593
40752a15ae29428a,multiplexed data,multiplexed communication data,H04,0.5,0.9337037
a406640594fbad08,multiplexed data,multiplexed communication signal,H04,0.5,0.9094387
31dfac6575dadd0b,multiplexed data,multiplexed data bit,H04,0.5,0.9565764
bfadece503a9acfe,multiplexed data,multiplexed data bus,H04,0.5,0.86533153
34f2bc33d336ec90,multiplexed data,multiplexed data exchanges,H04,0.5,0.9544811
9ae795703a13d62c,multiplexed data,multiplexed data generation,H04,0.5,0.97422665
fad600d8e9e3e52b,multiplexed data,multiplexed data packet stream,H04,0.5,0.9012087
95f919a5601ca45a,multiplexed data,multiplexed data stream,H04,0.5,0.9680114
f198038a9aa21e8a,multiplexed data,multiplexed digital bit,H04,0.5,0.82887655
cf5703c071de7bdc,multiplexed data,multiplexed digital data,H04,0.75,0.8959971
9a35146b29aab60b,multiplexed data,multiplexed digital signal,H04,0.5,0.8030608
94ee14814f77c8aa,multiplexed data,multiplexing unit,H04,0.5,0.78497154
42ec2bdb1d3a2fec,multiplexed data,packet data,H04,0.25,0.7458843
3d01bcadd49841cd,multiplexed data,signal,H04,0.25,0.68456453
fce736d2409c36cb,multiplexed data,signal demultiplexer,H04,0.25,0.72145367
582f1635c3ee6e6f,multiplexed data,tdm,H04,0.5,0.5953833
21383604bfeaa5d3,multiplexed data,time multiplexed data,H04,0.5,0.7827013
41ad0ec754a0de54,multiplexed data,transmission,H04,0.25,0.66816366
1c46f73feb39d9ba,multiplexed data,transmission baseband data,H04,0.25,0.6907738
7a6871d8957e9b7c,multiplexed data,transmission baseband signal,H04,0.25,0.6079899
3941eb30a5e40164,multiplexed data,transmission code,H04,0.0,0.7108417
05b15436841cc361,multiplexed data,transmission data,H04,0.25,0.76415026
bfbfc0e2d2e4dcfe,multiplexed data,transmission digital data,H04,0.5,0.76882255
06b7902340b38f41,multiplexed data,transmission digital signal,H04,0.25,0.6819985
89adc47dde29fc6f,multiplexed data,transmission service multiplexer,H04,0.5,0.6904301
6771b05ad6d074b4,multiplexed data,transmission signal,H04,0.25,0.6852772
30ca1c4de9fb5a1a,network load information,acquire load information,H04,0.25,0.8520364
d8b04ca5b5f3cb2e,network load information,associated load information,H04,0.25,0.8524812
4f0c69fa022ead94,network load information,associated load os,H04,0.25,0.82263285
7b7a9187d463d086,network load information,associated network information,H04,0.5,0.90374666
3dd433b997b95208,network load information,associated network load information,H04,0.75,0.97255266
47cd75de6a96a905,network load information,associated traffic information,H04,0.25,0.7470137
dc0fd231899e197f,network load information,base,H04,0.0,0.54993016
37ea374553971857,network load information,base information,H04,0.25,0.67964244
a9ce99d3c662cb1d,network load information,base load,H04,0.25,0.6487769
7d0f53e52833cbd4,network load information,base load information,H04,0.25,0.8057752
b66404a97086075f,network load information,base on load information,H04,0.25,0.8378035
6045012dcdb81890,network load information,base station,H04,0.25,0.53378165
927b348bd9c84c86,network load information,base station information,H04,0.5,0.613377
c7dfbdb39c6a6d04,network load information,base station load,H04,0.5,0.6229407
17d8dae72801c04a,network load information,base station load information,H04,0.5,0.70573765
6c7da3ec00066f92,network load information,chemical reaction network,H04,0.0,0.57780635
ee3c34aa7ed06159,network load information,congestion data,H04,0.25,0.5983032
c129787fad226ad7,network load information,congestion information,H04,0.25,0.6437827
91f0a56215526c27,network load information,congestion load information,H04,0.25,0.7368424
9013a80dfb337d75,network load information,data packet,H04,0.25,0.8175134
61a46855b4c4d100,network load information,friends network,H04,0.0,0.56553537
e4d8d05e76879751,network load information,information of network load,H04,0.75,0.9846195
a25c0cd16018bfb7,network load information,load,H04,0.25,0.6816474
97ba8c392b65e03c,network load information,load information,H04,0.25,0.8301673
43fd6992eb633c34,network load information,load network,H04,0.5,0.9159097
40bd1c3e14ba9407,network load information,load of network traffic,H04,0.5,0.92412883
d5eb40f244b7b46a,network load information,load status information,H04,0.25,0.81290954
a0829b125332f4f1,network load information,load the vehicle,H04,0.0,0.6092179
03b026059c368b80,network load information,mesh network load data,H04,0.5,0.9071069
bf1a394d76945b75,network load information,mutual information,H04,0.0,0.5411994
d5dbb1444faca2ac,network load information,network,H04,0.25,0.78838056
67a5d16327f3d010,network load information,network congestion data,H04,0.75,0.7009328
3dec94b7fb700cf5,network load information,network congestion information,H04,0.75,0.7731899
5f0ef33de84182c3,network load information,network identification information,H04,0.25,0.9073063
010b591433b78bd3,network load information,network information,H04,0.5,0.9339685
ee737dd74dea4fc3,network load information,network least congestion information,H04,0.75,0.5673682
f2703d6c2daf1b66,network load information,network load,H04,0.5,0.95519346
e8d1858a655bcbf6,network load information,network load balancers,H04,0.5,0.93430233
b63d869760d74250,network load information,network load balancing,H04,0.25,0.92210346
f3dace6f8642012e,network load information,network load data,H04,0.75,0.98373884
71776c0486a73b4a,network load information,network load os,H04,0.25,0.90752876
52769af95f1d123f,network load information,network of information,H04,0.25,0.86807907
0a33bab4378edc20,network load information,network of load,H04,0.25,0.91726375
5c03be3063120124,network load information,network performance information,H04,0.5,0.9377883
24b197b56b670c96,network load information,network routers,H04,0.25,0.8951471
0013ca502bea2107,network load information,network station,H04,0.25,0.79748285
5bbb439439f197e2,network load information,network station information,H04,0.5,0.8646756
7d116f1e83194b64,network load information,network station load,H04,0.5,0.8898453
b31d1f0f04752364,network load information,network station load information,H04,0.5,0.940041
d5af1f7e05324449,network load information,network topology information,H04,0.25,0.8985557
a8cd13a4fb65589b,network load information,network traffic across servers,H04,0.5,0.8690833
c12862dbdebc48c4,network load information,network traffic congestion data,H04,0.75,0.6648944
e959f7f998eb5d94,network load information,network traffic congestion information,H04,0.75,0.7361565
85da3f6250458daa,network load information,network traffic information,H04,0.75,0.94921947
f7ce16c5c5dcf73c,network load information,network traffic load data,H04,0.75,0.9450827
53260adc100f8343,network load information,network traffic load information,H04,0.75,0.9670842
986410351f10cb29,network load information,network traffic os,H04,0.25,0.89780337
b737b69b8af78ed3,network load information,network usage information,H04,0.5,0.9498149
093317356cc02b0a,network load information,nlb,H04,0.25,0.5116507
a49658486e8f7b91,network load information,number load,H04,0.0,0.6855405
18b47b9f5cb7c7ca,network load information,number load information,H04,0.25,0.7279866
a95a3850cbf1a57c,network load information,number of information,H04,0.0,0.7211078
5cf706f609bf1636,network load information,private load balancers,H04,0.5,0.49676177
76f10fee53f7bc56,network load information,receive load information,H04,0.25,0.84200263
3565f02600516caa,network load information,secret information,H04,0.0,0.4000185
b57b0c61ec37fc06,network load information,signaling load,H04,0.25,0.76948816
d329d3eec8f6a427,network load information,statistical data,H04,0.0,0.5016797
2664ec95efefcb92,network load information,statistical information,H04,0.0,0.4712731
6056cb3e7ad7080c,network load information,system load information,H04,0.5,0.88962275
228767bfb768358b,network load information,traffic congestion data,H04,0.25,0.5399686
41a9746d09693954,network load information,traffic congestion information,H04,0.25,0.59362924
502852f78d1201d0,network load information,upset load carriers,H04,0.25,0.53146327
ae9f13e08e2d3ab8,network load information,upset load mode,H04,0.25,0.57430816
c8876bf404f76df4,network load information,vehicle load,H04,0.0,0.69332075
f8724f396b800f6f,neural stimulation,anti stimulant composition,H04,0.25,0.3781087
71a5b6ad068d531f,neural stimulation,artificial neural network,H04,0.0,0.75877875
466eccc3c7bac37f,neural stimulation,convolutional neural network,H04,0.0,0.83135194
1c32c055a8d4c9c0,neural stimulation,de energize electronic components,H04,0.25,0.6705956
625e0202be8790f5,neural stimulation,de energize the laser,H04,0.25,0.604409
8c7d208c7602ff4f,neural stimulation,deliver neural stimulation,H04,0.75,0.96966213
a6c2ab570f800398,neural stimulation,electrical nerve stimulation,H04,0.75,0.7338125
87664d83b5eb5961,neural stimulation,electrical stimulation,H04,0.75,0.7453503
77f55e0ca2f985c2,neural stimulation,electrical therapy,H04,0.75,0.643714
d0d3e8a06e00b90a,neural stimulation,implant,H04,0.25,0.7078102
cebe5aeacde29cb6,neural stimulation,implant control,H04,0.5,0.71840847
e0a8e1e950106bab,neural stimulation,implantable control,H04,0.5,0.7117143
9f0833059e08e87d,neural stimulation,medical,H04,0.25,0.51541126
dddb4b80bf87a534,neural stimulation,medical stimulation,H04,0.5,0.6143024
2034a6557e5282e0,neural stimulation,nerve stimulation,H04,1.0,0.79705465
b47f34efc77c0064,neural stimulation,neural signal,H04,0.25,0.9368394
85cf3a591c40b071,neural stimulation,neural stimulation device,H04,0.5,0.97462636
533b2d385f9f4142,neural stimulation,neural stimulation parameters,H04,0.75,0.94129694
86a6c2ead9756d9a,neural stimulation,neural stimulation signal,H04,0.5,0.977192
843784b10781b1af,neural stimulation,neural stimulation therapy,H04,0.5,0.92860144
2e9a5d79196fd5a6,neural stimulation,neural stimulator,H04,0.5,0.9027247
41ae9c67de2e8165,neural stimulation,neural stimuli,H04,0.75,0.95881355
e9d89aba0f739cde,neural stimulation,neurological stimulation,H04,1.0,0.83823913
46d1e96f5505ac52,neural stimulation,neuroscience,H04,0.0,0.7737488
d60cc886efad9890,neural stimulation,quantum simulation,H04,0.0,0.64323807
28501c0820eba8fb,neural stimulation,reinforced neural network,H04,0.0,0.8403883
4aa804d58c6deae1,neural stimulation,simulation hypothesis,H04,0.0,0.6342853
677afc6fe4e08053,neural stimulation,stimulation,H04,0.25,0.8061378
7e897f9e9d27ba46,neural stimulation,stimulation signal,H04,0.25,0.8042309
77413f297bfcf041,neural stimulation,stimulation sites,H04,0.25,0.7978253
b30688496db8abb9,neural stimulation,tissue stimulation,H04,0.5,0.69918084
1ee01ddcc190ca19,offset table,bias current table,H04,0.25,0.59601134
aa596a13f4ab1309,offset table,billiard table,H04,0.0,0.60810155
1e599f7013f4ba9b,offset table,color conversion table,H04,0.25,0.6041859
a900d8e1f62aea49,offset table,correction memory,H04,0.25,0.63513076
58648430117abae7,offset table,correction storage section,H04,0.5,0.5842144
d61bad70f40fc5bd,offset table,correction storage unit,H04,0.25,0.5797855
a3fe047fa6834724,offset table,correction storing section,H04,0.25,0.624826
c03a4de4cb01c6ff,offset table,correction storing unit,H04,0.25,0.5942081
f520cfe259298344,offset table,correction table,H04,0.5,0.82494456
b9127693340cbf0b,offset table,current offset matrix,H04,0.5,0.61811244
cfcbed35054f21b7,offset table,database,H04,0.25,0.64147145
cae783d73569c2c4,offset table,exemplary offset,H04,0.0,0.56778085
aa1a0b7bce2d1fea,offset table,exemplary offset table,H04,0.75,0.78792036
cbaf72cb02da14ab,offset table,exemplary table,H04,0.25,0.6517758
d12683f553556a4d,offset table,gain image,H04,0.0,0.57849747
5149f14eea34246a,offset table,gain matrix,H04,0.5,0.59654844
0919b6d2501b9571,offset table,gain table,H04,0.5,0.802948
69a2234fbf22d95e,offset table,game table,H04,0.0,0.70643276
82e93b2786726da0,offset table,lut,H04,0.5,0.6088665
3c92b497cfbe6922,offset table,offset,H04,0.5,0.7434337
57112205f1b2a4cc,offset table,offset cancellation voltage,H04,0.25,0.56721586
174e1bf7b68d3566,offset table,offset correction table,H04,0.75,0.8292593
8f330ed42101dba3,offset table,offset image,H04,0.0,0.7582052
9cb8961d472be828,offset table,offset map,H04,0.75,0.7443829
e3ec03e784b8f671,offset table,offset matrix,H04,0.5,0.7640156
5a10efdafd9ff85b,offset table,offset memory,H04,0.5,0.77992463
0a88d55d013533c3,offset table,offset storage section,H04,0.75,0.68536466
73e37e26d80f01dc,offset table,offset storage unit,H04,0.5,0.6784848
e8f7ad87c40e2f6e,offset table,offset storing section,H04,0.5,0.7270894
9761d29cbc6eea5f,offset table,offset storing unit,H04,0.5,0.6857468
e6d56d9ab7c3f8f5,offset table,offset table address,H04,0.5,0.9123046
8bb6de8cbc17c465,offset table,offset value,H04,0.5,0.7223651
e4c39b50028522ee,offset table,offsets matrix,H04,0.5,0.7402962
67a2ed66fe0ef894,offset table,offsets table,H04,1.0,0.96677
31c646ddf4bbda34,offset table,palette table,H04,0.25,0.8198679
a19c671837d6bff3,offset table,periodic table,H04,0.0,0.6742571
d8d907ef719a9627,offset table,program specific information tables,H04,0.25,0.67848974
cbd002cf6ca28aba,offset table,table fan,H04,0.0,0.7879018
1e54071b30ddc298,offset table,table glass,H04,0.0,0.77037996
524305d74e4fed0d,offset table,table of offsets,H04,1.0,0.88591594
a10e44dfed53ce4c,offset table,table value,H04,0.25,0.8444461
21a226e5a5858b73,offset table,tea table,H04,0.0,0.6056697
e728b52d5beb5341,offset table,time offset table,H04,0.5,0.7685974
c6f4c2c171fa3dbe,offset table,voltage offset table,H04,0.5,0.6650204
1840a7c0d0a380d1,operating channel,access being configured,H04,0.5,0.84679615
ca1b86d264f1289b,operating channel,access being operable,H04,0.5,0.7221807
2dff960b31549c85,operating channel,access configured,H04,0.5,0.8418467
3beed1e0587658a5,operating channel,access operable,H04,0.5,0.7236724
e25fea05f2931e49,operating channel,active frequency,H04,0.5,0.74067307
855890bb36da45f0,operating channel,active rat,H04,0.5,0.4200481
302c8fafeb7840bc,operating channel,ap being configured,H04,0.5,0.77350116
59c0fec6842cc184,operating channel,ap being operable,H04,0.5,0.6683637
d7817176684283fd,operating channel,ap configured,H04,0.5,0.7292695
85724b2ec097902c,operating channel,ap operable,H04,0.5,0.68509156
116926e237e2a346,operating channel,band,H04,0.5,0.6753522
a021a6b27347954c,operating channel,carrier,H04,0.25,0.7622269
bd306c37e9ba4029,operating channel,channel,H04,0.5,0.84677243
8fbbc37324d49ed7,operating channel,channel of operation,H04,1.0,0.93762356
9b386a96c57be0b6,operating channel,communication channel,H04,0.25,0.8568378
35a72fb8b1129d60,operating channel,communication channels,H04,0.5,0.81865424
3f9488f042c17705,operating channel,current channel list,H04,0.25,0.8309333
54625917a4c069e4,operating channel,dedicated carrier,H04,0.5,0.6115762
8623008b9c6e6f1b,operating channel,dedicated channel,H04,0.5,0.7377026
51fd9617f36d1ff4,operating channel,dedicated discovery,H04,0.25,0.57044035
015c5c03ea10c562,operating channel,dedicated discovery channel,H04,0.5,0.5645662
8f5155fca53c3a4f,operating channel,existing channel,H04,0.5,0.76940084
16e10f6e7cad22cc,operating channel,frequency,H04,0.5,0.7528519
73391e711f1edecb,operating channel,general channel,H04,0.5,0.7838899
d4dd9f32ad82d4dc,operating channel,inactive channel selecting resource,H04,0.25,0.53852993
cd2f0dafe62bc50a,operating channel,new bandwidth,H04,0.5,0.59013027
676267e95902a4f3,operating channel,news channel,H04,0.0,0.55807346
fec45aa852e18e50,operating channel,non operating channel,H04,0.25,0.5227651
be986455532b80d2,operating channel,operating channels,H04,1.0,0.9550538
1f72c6529bcd8cc0,operating channel,operating discovery,H04,0.0,0.71938264
47cd3ec2151b3372,operating channel,operating discovery channel,H04,0.75,0.57118845
c7d6bed780867a68,operating channel,operating expenses,H04,0.0,0.63926816
42684352b3c2255f,operating channel,operating system,H04,0.0,0.85209274
90d74b25186454c1,operating channel,operation channel,H04,1.0,0.91569066
2369d2e51ffca72c,operating channel,operation channels,H04,1.0,0.9248105
8cb05d2f40fc6d2f,operating channel,operational status,H04,0.25,0.74205387
7884857d8953aa92,operating channel,rat,H04,0.5,0.39684495
2eb2cc1cf3e8d01e,operating channel,serving carrier,H04,0.5,0.71333957
5e077e7f73770be3,operating channel,serving channel,H04,0.5,0.8691053
1eee1f678fe50cca,operating channel,trans receiving operating channel,H04,0.75,0.74172807
a2cee2ffe6d28963,operating channel,tv channel,H04,0.0,0.6697645
c25790c3506cebd7,operating channel,water channel,H04,0.0,0.7053967
68d9215d96dee55b,operating channel,wlan channel,H04,0.5,0.79845196
cf056935791e85c8,operating channel,working channel,H04,0.75,0.84196097
bb5dfaee44bf0a1c,operator identification information,addition operator,H04,0.0,0.70451975
1f78f4f5e53f67ee,operator identification information,availability information,H04,0.0,0.7633348
6861f8a29dfbbdbc,operator identification information,customer card number,H04,0.25,0.68807995
3628a8dd4a28c385,operator identification information,division operator,H04,0.0,0.7098169
0e2846f791962310,operator identification information,entering user identification,H04,0.25,0.8301451
191e7b1f18b6be98,operator identification information,identification document,H04,0.25,0.83551604
b947c96609706e65,operator identification information,identifying the operator of the terminal,H04,0.5,0.79659975
96cfb9e1753459a9,operator identification information,include operator identification,H04,0.5,0.9512156
2213fe59b53bcca5,operator identification information,information,H04,0.25,0.7225064
71905192b01d589b,operator identification information,information identification,H04,0.0,0.7978614
05045dcbc699169d,operator identification information,land information,H04,0.0,0.6030283
e4461af1fe9f26c4,operator identification information,mobile operator identification information,H04,0.5,0.80209285
4abbc26073d8ab1e,operator identification information,multiplication operator,H04,0.0,0.6370645
6d73d13bdd80c927,operator identification information,object identification device,H04,0.25,0.78590024
f33027206fc5a2c0,operator identification information,operation id,H04,0.25,0.7451185
16e01f9ed5b3b9a0,operator identification information,operation information,H04,0.5,0.7770697
c670d715ccd059aa,operator identification information,operator,H04,0.25,0.8105609
59e0492f52c37252,operator identification information,operator configuration information,H04,0.5,0.9064099
3085142b41b04a32,operator identification information,operator id,H04,0.75,0.90594757
166865f221e5dd31,operator identification information,operator id card,H04,0.5,0.88867515
8e5532eaa3effac8,operator identification information,operator identification,H04,0.5,0.96741515
c40fc45f42d8a115,operator identification information,operator identification data,H04,0.75,0.9838602
361b56511d70abb1,operator identification information,operator identifier input,H04,0.5,0.8896018
56e17540d7b32b71,operator identification information,operator information,H04,0.5,0.94290894
4db3fdba96f8dc4b,operator identification information,operator of the image reading apparatus,H04,0.5,0.7474557
aa6c8b884d08ad3a,operator identification information,operator session configuration information,H04,0.5,0.8468114
838d9b4b767c7481,operator identification information,operator session information,H04,0.5,0.8630557
efeaddc94434a512,operator identification information,operator terminal configuration information,H04,0.5,0.85647863
a004a3f71906b767,operator identification information,operator terminal session information,H04,0.5,0.833847
4128fbaa3bd79edc,operator identification information,person identification code,H04,0.5,0.8405438
063e67d59876e127,operator identification information,risk identification,H04,0.0,0.66182345
b7503bef5bf9290a,operator identification information,session configuration information,H04,0.25,0.7152459
88a352e479b7e3d8,operator identification information,session data,H04,0.0,0.6695818
0b9b61e666c963ec,operator identification information,session information,H04,0.25,0.705986
34a80a4527a1e24a,operator identification information,session terminal configuration information,H04,0.0,0.7430908
10b9918113b88be2,operator identification information,ternary operator,H04,0.0,0.57787955
a028775c8a6a7735,operator identification information,user identifying data,H04,0.75,0.80297256
f9c16fc4addc48cb,operator identification information,user identity code,H04,0.25,0.7910724
256ab9562a7ecf75,operator identification information,user information,H04,0.25,0.78510803
8c2667fb5148fe0a,operator identification information,video identification network,H04,0.25,0.5949144
696af932bbe69121,page file,confidential file,H04,0.0,0.45232284
5b7e88a510fcd914,page file,document file,H04,0.5,0.8796991
72873ac0e47cc688,page file,document image,H04,0.25,0.7849134
4b571a96ece09956,page file,file,H04,0.5,0.85963374
61b2b2268a820796,page file,file table,H04,0.0,0.8426585
f687a583c88317b7,page file,first page,H04,0.0,0.67307633
3211892a84fc2df8,page file,hidden system file,H04,0.75,0.52511215
6357cd27364ec408,page file,master file,H04,0.0,0.69642454
1413241e2e81756f,page file,memory paging,H04,0.5,0.64211994
207bbc3802a5f591,page file,page,H04,0.5,0.8228032
01e95c7ff4038ebe,page file,page data,H04,0.5,0.93155324
b30d58e6f42acb19,page file,page description file,H04,0.5,0.9593085
e3c949709a28b1fc,page file,page document file,H04,0.75,0.9687461
b35c7bba255e86eb,page file,page document image,H04,0.25,0.9228543
2b4258f2227bff6f,page file,page element,H04,0.0,0.91016334
1c6758f2f30fa897,page file,page file suitable,H04,0.75,0.7067844
a2a635e2d984d23a,page file,page id,H04,0.25,0.85175234
e05d922a36be2f64,page file,page image,H04,0.25,0.91625136
2f821236e81ec421,page file,page monitoring,H04,0.25,0.8777925
baa3bcf84e01c622,page file,page number,H04,0.0,0.8663263
34b53819ab54954d,page file,page suitable,H04,0.25,0.64042336
5d23e97a3a4dfe5e,page file,paging correction,H04,0.25,0.59486663
23e07ad5ab2821b4,page file,paging file,H04,1.0,0.77474445
571e1bdae5928506,page file,paging file size,H04,0.5,0.75018716
03eedffe02b1365f,page file,paging frequency,H04,0.25,0.64012414
95f1a2ed0f38a618,page file,paging message,H04,0.25,0.62466156
8bb469dc9e2c4317,page file,ram,H04,0.25,0.52974397
d43236c352ef7b53,page file,sds page,H04,0.25,0.6861283
9759c0038c827e97,page file,server,H04,0.25,0.65132797
5132891c2a8ecb1b,page file,swap file,H04,0.5,0.75354445
9502a9800d4a2430,page file,virtual memory,H04,0.25,0.6173141
f387096da1c436a0,page file,web page file,H04,0.5,0.80918074
f0f17005f3fd7414,page file,yellowed pages,H04,0.0,0.5809009
115592bb0446799b,panel frame,solar panel frame,H04,0.5,0.6054363
57f4f57cd9df25c9,pen based computer,camera based computer,H04,0.25,0.7674296
96191a03b05c779b,pen based computer,camera computer,H04,0.25,0.7300611
cd2765bef9bd9b92,pen based computer,camera pen based computer,H04,0.5,0.94227785
2aee45378556fdf8,pen based computer,camera pen computer,H04,0.5,0.88525444
cf06e6647b8637ae,pen based computer,computer,H04,0.5,0.7904583
c48c466a287045b9,pen based computer,computer device,H04,0.5,0.80994755
f4e9715b1d8a5ab6,pen based computer,computer graphics,H04,0.0,0.74955267
7370cb29f2e9ba99,pen based computer,computer module,H04,0.25,0.8200055
9cd26d9da4e108fc,pen based computer,computer software,H04,0.0,0.7799381
cd57281d52190e27,pen based computer,computer tablet with stylus,H04,0.5,0.7490252
9cdab03eb9305ff7,pen based computer,computer user interface,H04,0.5,0.7540165
b7fdb36863848ddf,pen based computer,computer user interface using a pen,H04,0.75,0.8841314
f86671c71e4874bf,pen based computer,fountain pen,H04,0.25,0.5449602
9c4dcb4118592146,pen based computer,hen pen,H04,0.0,0.516955
08fcdd62abd4b9b5,pen based computer,infrared mouse,H04,0.25,0.5766841
d881765d19d80f37,pen based computer,ink pen,H04,0.0,0.6667646
99b95a935d61a84b,pen based computer,joystick device,H04,0.25,0.60598516
be416e6c6e3f61c2,pen based computer,mobile,H04,0.25,0.59682167
a5cd733db78a39e6,pen based computer,mobile receiver module,H04,0.25,0.55358946
6074126e96909ca8,pen based computer,notebook,H04,0.0,0.59505695
bc5312a2386ec488,pen based computer,notebook computer,H04,0.5,0.73330986
bb5485a9cf76e4e7,pen based computer,notebook phone,H04,0.5,0.6297914
ed70940e1fe5d46d,pen based computer,palm computer,H04,0.75,0.7520615
ecb17f7a1acfc841,pen based computer,palm phone,H04,0.75,0.619691
8ca0d474a5d69120,pen based computer,pattern recognition software,H04,0.5,0.55634654
2c7278669984d45b,pen based computer,pen based computer system,H04,0.75,0.96491975
fd17b37bdf615743,pen based computer,pen based device,H04,0.75,0.832993
7d6594f7801742c9,pen based computer,pen based pc,H04,0.75,0.9041353
b3bd673542e0c730,pen based computer,pen based tablet computer,H04,0.75,0.8620138
f60ad3d57851e8cf,pen based computer,pen computer,H04,0.75,0.9237884
b21c50b6b98e4657,pen based computer,pen computer device,H04,0.75,0.91289717
ea46551d39ba322f,pen based computer,pen computing,H04,0.5,0.84464175
